City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
348,Vanimo,PG,-2.6741,141.3028,83.59,70,100,4.36
349,Rapid City,US,44.0805,-103.231,22.73,86,100,28.77
350,Saint-Leu,RE,-21.15,55.2833,77.95,88,5,4.03
351,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.2,85,4,2.53
352,Paliseul,BE,49.904,5.1354,31.78,73,13,1.7
353,Irbeyskoye,RU,55.6428,95.4522,22.89,77,87,8.28
354,Keelung,TW,25.1283,121.7419,87.69,67,74,3.06
355,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.05,76,94,5.5
356,Port-Cartier,CA,50.0334,-66.8654,24.48,72,4,16.46
357,Kosamba,IN,21.4833,72.95,78.51,38,20,5.17
358,Concordia,AR,-31.393,-58.0209,66.78,90,100,5.99
359,Iqaluit,CA,63.7506,-68.5145,-2.47,78,75,26.46
360,Souillac,MU,-20.5167,57.5167,75.58,88,75,3.44
361,Robe,AU,-37.1833,139.75,65.23,67,6,13.09
362,Sibiti,CG,-3.6819,13.3499,68.9,100,100,0.76
363,Bethel,US,41.3712,-73.414,58.05,67,98,1.99
364,Hays,US,30.0502,-98.0336,76.68,84,99,8.01
365,Olafsvik,IS,64.8945,-23.7142,40.23,95,100,13.71
366,Lithakia,GR,37.7167,20.8333,45.77,65,72,14.56
367,Kathmandu,NP,27.7167,85.3167,64.62,59,20,3.44
368,Cowansville,CA,45.2001,-72.7491,38.55,54,70,9.22
369,Mangai,CD,-4.05,19.5333,68.77,99,100,1.63
370,Ribeira Grande,PT,38.5167,-28.7,55.78,81,94,3.0
371,Staryy Nadym,RU,65.6118,72.6842,21.13,92,100,15.66
372,Leningradskiy,RU,69.3833,178.4167,-3.05,90,8,6.35
373,Marion,US,39.7684,-86.1555,75.7,73,100,16.11
374,Necochea,AR,-38.5473,-58.7368,51.96,84,1,9.93
375,Tromso,NO,69.6496,18.957,36.37,87,75,12.66
376,Khatanga,RU,71.9667,102.5,0.07,95,100,17.05
377,Bourail,NC,-21.5667,165.4833,84.4,65,99,2.06
378,Riverton,US,40.5219,-111.9391,31.19,91,100,1.01
379,Mehamn,NO,71.0357,27.8492,30.11,86,75,3.44
380,Batouri,CM,4.4333,14.3667,67.15,95,100,0.78
381,Surskoye,RU,54.4821,46.7214,47.88,80,18,2.24
382,Marawi,PH,7.9986,124.2928,75.31,81,100,5.93
383,Hebi,CN,35.8992,114.1925,57.83,56,88,5.73
384,Igrim,RU,63.1906,64.4162,31.71,95,100,6.6
385,Esso,RU,55.9333,158.7,28.29,91,100,3.31
386,Atasu,KZ,48.6814,71.6433,45.55,34,38,12.59
387,Brae,GB,60.3964,-1.353,44.49,88,100,24.65
388,Thunder Bay,CA,48.4001,-89.3168,22.91,86,100,26.46
389,Zyryanka,RU,65.75,150.85,22.33,68,100,13.51
390,Rio Grande,BR,-32.035,-52.0986,69.31,71,100,13.13
391,Touros,BR,-5.1989,-35.4608,75.96,91,95,7.36
392,Tutoia,BR,-2.7619,-42.2744,75.67,87,100,1.3
393,Alyangula,AU,-13.8483,136.4192,88.45,59,100,8.63
394,Skjervoy,NO,70.0311,20.9714,35.6,87,100,7.61
395,Pemangkat,ID,1.1667,108.9667,84.76,66,42,7.02
396,Cuamba,MZ,-14.8031,36.5372,64.92,98,47,4.41
397,Mathbaria,BD,22.2876,89.9593,90.07,55,0,12.26
398,Saint-Francois,FR,46.4154,3.9054,27.68,93,0,1.14
399,Mizdah,LY,31.4451,12.9801,48.78,77,1,7.7
400,Road Town,VG,18.4167,-64.6167,77.68,77,6,20.47
401,Rocha,UY,-34.4833,-54.3333,58.78,87,83,3.85
402,Hualmay,PE,-11.0964,-77.6139,77.59,81,90,7.0
403,Metro,ID,-5.1131,105.3067,86.36,63,95,2.15
404,Maracaibo,VE,10.6317,-71.6406,80.42,72,1,10.92
405,Mozhga,RU,56.4447,52.2276,47.32,67,100,1.81
