City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
406,Sassandra,CI,4.95,-6.0833,77.76,91,91,4.74
407,Soeng Sang,TH,14.4264,102.4606,98.6,29,59,3.18
408,San Policarpo,PH,12.1791,125.5072,82.08,54,97,8.32
409,Goksun,TR,38.021,36.4973,42.78,82,96,8.37
410,Toul,FR,48.6667,5.9167,31.12,74,0,3.44
411,Kalevala,RU,65.2,31.1667,30.15,88,100,3.29
412,Harrison,US,30.4091,-89.0436,75.06,95,20,12.66
413,Aykhal,RU,66.0,111.5,-9.54,87,65,11.45
414,Saint-Pierre,RE,-21.3393,55.4781,78.57,69,0,6.91
415,Vozhega,RU,60.4725,40.2213,32.63,98,100,6.08
416,Surt,LY,31.2089,16.5887,57.97,73,0,9.24
417,Manuk Mangkaw,PH,4.8,119.85,82.35,71,99,4.21
418,Coquimbo,CL,-29.9533,-71.3436,58.73,100,20,2.3
419,Cortez,US,37.3489,-108.5859,24.03,89,100,5.75
420,Hambantota,LK,6.1241,81.1185,84.54,79,20,2.3
421,Shieli,KZ,44.1667,66.75,57.07,47,47,8.39
422,Korla,CN,41.7597,86.1469,42.28,15,0,10.67
423,Coihaique,CL,-45.5752,-72.0662,52.41,93,75,3.44
424,Christchurch,NZ,-43.5333,172.6333,69.42,61,56,10.36
425,Cloquet,US,46.7216,-92.4594,30.67,92,100,27.63
426,Launceston,AU,-41.45,147.1667,73.62,41,0,6.91
427,Enkoping,SE,59.6361,17.0777,27.82,85,4,6.33
428,Mount Gambier,AU,-37.8333,140.7667,70.61,47,24,8.39
429,Guadalupe Y Calvo,MX,26.1,-106.9667,38.95,37,0,4.72
430,Canaries,ES,28.0,-15.5,56.39,82,75,21.85
431,Samarai,PG,-10.6167,150.6667,84.85,72,21,11.05
432,Faanui,PF,-16.4833,-151.75,82.8,71,77,7.58
433,Krasnoselkup,RU,65.7,82.4667,13.14,76,70,20.49
434,Lagoa,PT,39.05,-27.9833,58.75,77,99,10.45
435,Stephenville,US,32.2207,-98.2023,76.14,80,0,11.5
436,Ulaangom,MN,49.9811,92.0667,15.44,72,94,4.97
437,Husavik,IS,66.0449,-17.3389,34.92,99,100,5.08
438,Trairi,BR,-3.2778,-39.2689,73.78,90,88,2.59
439,Margate,GB,51.3813,1.3862,34.9,71,61,5.79
440,Xining,CN,36.6167,101.7667,40.32,32,72,3.15
441,Tual,ID,-5.6667,132.75,82.9,72,82,5.35
442,Ust-Nera,RU,64.5667,143.2,20.59,79,100,2.71
443,Novobirilyussy,RU,56.9514,90.6661,25.39,65,23,2.21
444,Hervey Bay,AU,-25.2986,152.8535,81.77,53,1,7.14
445,Uruzgan,AF,32.8333,66.0,56.48,23,27,2.98
446,Clarksburg,US,39.2807,-80.3445,66.31,88,100,4.18
447,Baoding,CN,38.8511,115.4903,53.08,64,100,1.63
448,Camacha,PT,33.0833,-16.3333,60.22,77,40,23.02
449,Bandipur,NP,27.9333,84.4167,76.08,28,0,0.96
450,Sayansk,RU,54.1088,102.1648,24.12,62,56,16.2
451,Lasa,IT,46.6166,10.7002,31.08,62,7,4.16
452,Cabedelo,BR,-6.9811,-34.8339,77.67,86,95,9.69
453,Filadelfia,US,39.9523,-75.1638,65.05,83,40,3.44
454,Tanout,NE,14.9709,8.8879,75.15,5,70,9.62
455,Beitbridge,ZW,-22.2167,30.0,67.1,75,93,16.46
456,Mitsamiouli,KM,-11.3847,43.2844,81.01,75,100,4.05
457,Kitsuki,JP,33.4167,131.6167,62.4,77,75,9.22
458,Kavaratti,IN,10.5669,72.642,81.54,73,30,10.78
459,Alappuzha,IN,9.49,76.3264,82.8,71,100,4.18
460,Yinchuan,CN,38.4681,106.2731,42.1,40,97,9.46
461,Williams Lake,CA,52.1415,-122.1445,36.97,37,20,0.0
462,Pangnirtung,CA,66.1451,-65.7125,-0.74,59,75,6.67
463,Isangel,VU,-19.55,169.2667,87.91,79,40,4.61
464,Polunochnoye,RU,60.8697,60.4153,34.52,96,100,2.77
465,Gaoua,BF,10.2992,-3.2508,80.24,60,7,5.32
466,Narsaq,GL,60.9167,-46.05,26.8,91,100,2.33
467,Kaoma,ZM,-14.7833,24.8,60.57,97,94,4.83
468,Carutapera,BR,-1.195,-46.02,74.61,95,100,2.8
469,Hisar,IN,29.1667,75.7167,79.45,29,0,3.76
470,Kerchevskiy,RU,59.946,56.2884,36.95,89,100,2.3
471,Killybegs,IE,54.6333,-8.45,50.38,97,100,10.67
472,Grand Forks,US,47.9417,-97.4337,22.93,86,100,23.02
473,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.76,64,100,19.57
474,Sioux Lookout,CA,50.1001,-91.917,23.07,39,100,9.22
475,Lillooet,CA,50.6856,-121.942,32.76,91,66,0.45
476,Tombouctou,ML,20.0,-3.0,77.52,5,94,9.78
477,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,65.35,98,100,3.69
478,Bolobo,CD,-2.1667,16.2333,68.92,94,100,2.91
479,Rosetta,EG,31.4044,30.4164,62.96,74,0,13.73
480,Kandrian,PG,-6.2167,149.55,83.26,84,73,3.6
481,Kutum,SD,14.2,24.6667,71.89,15,100,7.65
482,Fort Nelson,CA,58.8053,-122.7002,36.99,32,40,3.44
483,Kpandae,GH,8.4689,-0.0113,81.88,62,70,6.78
484,Vaitape,PF,-16.5167,-151.75,82.8,72,79,7.61
485,Mogadishu,SO,2.0371,45.3438,82.27,78,40,9.22
486,Bucerias,MX,20.75,-105.3333,74.98,73,100,6.55
487,Borova,UA,50.1763,30.1043,37.35,98,100,12.26
488,Collie,AU,-33.3667,116.15,66.67,51,44,6.04
489,Komsomolskiy,UZ,40.4272,71.7189,54.32,76,40,6.91
490,Bagan,RU,54.1001,77.6646,37.18,82,80,10.4
491,Manokwari,ID,-0.8667,134.0833,84.24,67,84,5.93
492,Teguldet,RU,57.3064,88.1667,27.07,64,14,3.31
493,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,81,40,20.71
494,Morondava,MG,-20.2833,44.2833,76.17,86,10,5.7
495,Jipijapa,EC,-1.3333,-80.5833,76.5,87,100,2.1
496,Virpur,IN,23.1833,73.4833,86.43,21,0,6.82
497,Machico,PT,32.7,-16.7667,64.0,74,40,20.71
498,Illela,NG,13.7292,5.2975,78.15,9,19,7.36
499,Kabinda,CD,-6.1333,24.4833,64.6,91,100,2.19
500,Guiratinga,BR,-16.3494,-53.7583,69.22,83,34,2.48
501,Kehychivka,UA,49.2866,35.7615,47.35,78,100,12.55
502,Lorengau,PG,-2.0226,147.2712,81.14,78,100,1.72
503,Umm Lajj,SA,25.0213,37.2685,75.0,46,100,5.3
504,Snezhnogorsk,RU,69.1933,33.2531,29.98,91,100,4.65
505,Port Blair,IN,11.6667,92.75,86.04,66,40,5.75
506,Nyurba,RU,63.2842,118.3319,-0.51,88,100,11.81
507,Guayaramerin,BO,-10.8368,-65.3614,70.65,99,100,2.95
508,Pasni,PK,25.2631,63.471,75.07,52,0,4.56
509,Tome,CL,-36.6167,-72.95,50.61,89,100,2.08
510,Linxia,CN,35.6003,103.2064,33.4,63,100,7.29
511,Gorey,IE,52.6747,-6.2925,51.57,99,100,6.17
512,Quelimane,MZ,-17.8786,36.8883,67.05,97,1,3.22
513,Arrecife,ES,28.963,-13.5477,62.58,63,20,12.66
514,Ndele,CF,8.4109,20.6473,77.61,57,100,3.29
515,Betanzos,ES,43.2804,-8.2147,47.08,86,0,4.61
516,Dingle,PH,10.9995,122.6711,86.9,51,100,12.57
517,Hohoe,GH,7.1518,0.4736,79.2,79,65,12.91
518,Ostersund,SE,63.1792,14.6357,28.62,100,98,4.61
519,Hirara,JP,24.8,125.2833,78.66,64,75,20.71
520,Byron Bay,AU,-28.65,153.6167,78.71,68,9,19.01
521,Tevriz,RU,57.509,72.4042,36.7,87,100,8.66
522,Kuala Terengganu,MY,5.3302,103.1408,89.55,66,20,5.01
523,Vittorio Veneto,IT,45.9767,12.3033,38.84,59,58,4.38
524,Awbari,LY,26.5921,12.7805,61.07,14,2,9.15
525,Seoul,KR,37.5683,126.9778,58.6,94,100,9.22
526,Mopti,ML,14.6667,-4.0,77.04,16,0,2.3
527,Srbac,BA,45.0978,17.525,35.73,69,100,2.44
528,Dasuya,IN,31.8183,75.6597,75.92,29,0,5.86
529,Sola,VU,-13.8833,167.55,88.47,70,40,4.61
530,Richards Bay,ZA,-28.783,32.0377,61.95,90,45,4.9
531,Shimorskoye,RU,55.3244,42.0267,45.12,84,16,5.01
532,Derzhavinsk,KZ,51.1,66.3167,47.68,44,43,12.62
533,Arawa,PG,-6.2132,155.5367,84.07,69,100,5.88
534,Coro,VE,11.4045,-69.6734,77.04,82,1,20.54
535,Conakry,GN,9.538,-13.6773,77.92,83,4,9.48
536,Bulawayo,ZW,-20.15,28.5833,59.56,88,33,11.12
537,Tsogni,GA,-2.7942,10.0988,77.09,88,100,7.11
538,Tecoanapa,MX,16.5167,-98.75,76.42,84,1,1.77
539,Shingu,JP,33.7333,135.9833,64.44,57,100,7.96
540,Akoupe,CI,6.39,-3.9003,72.57,99,30,2.17
541,Genhe,CN,50.7833,121.5167,37.94,44,57,11.52
542,Altay,CN,47.8667,88.1167,37.63,49,3,3.13
543,Sakaiminato,JP,35.55,133.2333,58.98,82,75,5.75
544,Esil,KZ,51.9556,66.4042,45.72,48,35,12.35
545,Sao Desiderio,BR,-12.3633,-44.9733,67.37,92,44,3.2
546,Ukiah,US,39.1502,-123.2078,43.65,78,59,3.67
547,Luanda,AO,-8.8368,13.2343,78.48,82,100,4.61
548,Pangkalanbuun,ID,-2.6833,111.6167,84.76,76,77,1.63
549,Inuvik,CA,68.3499,-133.7218,14.76,79,75,10.36
550,Ulladulla,AU,-35.35,150.4667,77.77,46,14,6.33
551,Sur,OM,22.5667,59.5289,77.0,60,2,10.04
552,Bubaque,GW,11.2833,-15.8333,77.36,71,24,17.38
553,Hamilton,US,39.1834,-84.5333,72.99,72,95,5.01
554,Santana Do Livramento,BR,-30.8908,-55.5328,64.11,93,100,12.57
555,Kenai,US,60.5544,-151.2583,35.69,89,100,3.44
556,Poum,NC,-20.2333,164.0167,81.52,79,90,7.99
557,Qinzhou,CN,21.95,108.6167,88.93,52,5,19.26
558,Turukhansk,RU,65.8167,87.9833,16.57,73,100,15.99
559,Urusha,RU,54.05,122.9,34.07,60,18,8.48
560,Martapura,ID,-3.4167,114.85,87.89,62,20,5.75
561,Borovskoy,KZ,53.8,64.15,43.79,61,57,7.29
562,Tautira,PF,-17.7333,-149.15,82.49,72,86,5.68
563,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.88,76,37,0.72
564,Kudymkar,RU,59.0173,54.656,38.35,93,100,2.33
565,Bathsheba,BB,13.2167,-59.5167,79.41,73,75,18.41
566,Ponte De Sor,PT,39.2496,-8.0101,54.72,40,0,9.48
567,Farah,AF,32.5,62.5,62.06,21,0,7.02
568,Hay River,CA,60.8156,-115.7999,8.58,78,20,8.05
569,Baneh,IR,35.9975,45.8853,49.78,64,6,3.6
570,Maldonado,UY,-34.6667,-54.9167,67.14,95,74,4.14
