City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Wind Speed
279,Brae,GB,2023-03-30 19:02:00,60.3964,-1.353,45.63,93,10.4
280,Margate,GB,2023-03-30 19:02:00,51.3813,1.3862,53.69,77,5.01
281,Laguna,US,2023-03-30 18:57:36,38.421,-121.4238,57.29,70,4.61
282,Tiznit,MA,2023-03-30 19:02:02,29.5833,-9.5,77.45,19,2.68
283,Te Anau,NZ,2023-03-30 19:02:03,-45.4167,167.7167,40.21,90,1.48
284,Hofn,IS,2023-03-30 19:02:03,64.2539,-15.2082,44.74,95,20.18
285,Natal,BR,2023-03-30 19:00:27,-5.795,-35.2094,79.45,94,9.22
286,Sambava,MG,2023-03-30 19:02:08,-14.2667,50.1667,79.7,84,9.69
287,Ransang,PH,2023-03-30 19:02:08,8.9603,117.5828,77.65,88,5.08
288,Kamaishi,JP,2023-03-30 19:02:09,39.2667,141.8833,46.92,90,5.73
289,Conceicao Do Araguaia,BR,2023-03-30 19:02:10,-8.2578,-49.2647,83.7,71,3.02
290,Lerwick,GB,2023-03-30 19:02:10,60.1545,-1.1494,44.6,96,8.97
291,Lentekhi,GE,2023-03-30 19:02:10,42.7856,42.7261,27.73,98,2.46
292,Minot,US,2023-03-30 19:02:11,48.2325,-101.2963,31.24,100,8.01
293,Geraldton,AU,2023-03-30 18:53:47,-28.7667,114.6,68.41,88,9.22
294,College,US,2023-03-30 19:02:11,64.8569,-147.8028,29.07,56,3.29
295,Mbandaka,CD,2023-03-30 19:02:12,0.0487,18.2603,69.53,95,3.02
296,Conde,BR,2023-03-30 18:57:37,-7.2597,-34.9075,83.66,70,13.8
297,Burley,US,2023-03-30 19:02:13,42.5357,-113.7928,35.56,88,19.57
298,Sao Filipe,CV,2023-03-30 18:53:52,14.8961,-24.4956,75.06,75,8.63
299,Ust-Koksa,RU,2023-03-30 19:02:14,50.2696,85.6108,19.04,87,11.21
300,Spearfish,US,2023-03-30 19:02:14,44.4908,-103.8594,51.12,49,8.01
